ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer
12467,Single,Female,20000,1,Partial College,Manual,No,1,0-1 Miles,Europe,39,No
12471,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No
14047,Single,Female,70000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,44,Yes
22694,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Yes
12476,Single,Male,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,41,No
12706,Married,Male,160000,5,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Yes
12477,Married,Female,20000,2,High School,Manual,No,1,0-1 Miles,Europe,40,No
12478,Single,Male,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,41,No
12481,Single,Male,10000,2,Partial High School,Manual,Yes,1,0-1 Miles,Europe,42,No
12709,Married,Male,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,65,Yes
28394,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
12482,Single,Male,10000,2,Partial High School,Manual,Yes,1,0-1 Miles,Europe,42,No
12488,Single,Male,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No
12489,Married,Male,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,No
28327,Single,Female,70000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,48,Yes
12490,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,No
12491,Married,Male,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,No
12493,Married,Male,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,41,No
12496,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No
18173,Single,Male,130000,5,High School,Professional,No,3,0-1 Miles,Europe,55,Yes
12497,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
12498,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
21100,Single,Female,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,27,Yes
12502,Single,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,26,No
12503,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,No
12504,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
12505,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
12506,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
12507,Married,Male,30000,0,Partial College,Clerical,Yes,1,0-1 Miles,Europe,44,No
12508,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,44,No
12509,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,44,No
12512,Married,Female,30000,3,Partial College,Clerical,No,2,0-1 Miles,Europe,28,No
12513,Single,Male,30000,4,Partial College,Clerical,Yes,3,0-1 Miles,Europe,28,No
12514,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,28,No
20682,Married,Male,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
12519,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,28,No
19311,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
23542,Single,Male,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Yes
12527,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,46,No
12530,Single,Female,40000,4,Partial College,Clerical,Yes,2,0-1 Miles,North America,34,No
12531,Single,Female,40000,4,Partial College,Clerical,Yes,2,0-1 Miles,North America,34,No
12532,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
12533,Married,Male,170000,2,Graduate Degree,Management,Yes,4,0-1 Miles,North America,66,No
13725,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,52,Yes
15595,Married,Male,90000,0,Bachelors,Professional,Yes,0,0-1 Miles,Pacific,40,Yes
12534,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
23407,Single,Female,80000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,48,Yes
12535,Single,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,44,No
12536,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No
12537,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No
12538,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
12539,Single,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,71,No
12540,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,No
12541,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
12542,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
17048,Single,Female,90000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
12543,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
26885,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes
12544,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
12545,Married,Male,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No
13526,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
12550,Married,Male,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,No
12551,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,68,No
12807,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
12552,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,68,No
12553,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,68,No
21614,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,39,Yes
12554,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,68,No
19278,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,Yes
20033,Married,Male,70000,2,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Yes
12558,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,No
12563,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No
22633,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
12564,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No
12565,Married,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,64,No
12566,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No
13917,Single,Male,50000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Yes
12567,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No
26924,Single,Female,20000,0,Partial College,Manual,No,0,0-1 Miles,Pacific,29,Yes
12568,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No
12569,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,64,No
23779,Single,Female,40000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,35,Yes
12582,Single,Female,10000,0,High School,Manual,No,2,0-1 Miles,Pacific,29,No
12587,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,No
12590,Single,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,No
12591,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
12592,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
12593,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
12594,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
16230,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,51,Yes
12595,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
12596,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
12846,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Yes
17270,Single,Male,60000,2,Bachelors,Professional,No,1,0-1 Miles,North America,48,Yes
12598,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No
12600,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,48,No
12601,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No
12602,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No
29155,Single,Female,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,Yes
12603,Single,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No
12604,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No
26858,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Yes
12606,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No
12616,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,37,No
12625,Married,Female,20000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,54,No
12627,Single,Female,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,38,No
12629,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,37,No
12866,Single,Female,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,Yes
12867,Single,Female,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,Yes
29381,Married,Male,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,Yes
19510,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes
21039,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Yes
12885,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Yes
25391,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,37,Yes
18011,Single,Male,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,41,Yes
16448,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Yes
19476,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
19329,Single,Female,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,41,Yes
16287,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
22207,Single,Female,130000,0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,48,Yes
28878,Married,Male,160000,3,High School,Professional,Yes,4,0-1 Miles,Europe,49,No
12664,Married,Female,130000,5,Partial College,Professional,Yes,4,0-1 Miles,Europe,59,No
12918,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes
19312,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
26867,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
12929,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
25706,Single,Male,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes
12678,Single,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Pacific,32,No
22663,Single,Male,30000,2,Partial College,Manual,Yes,0,0-1 Miles,Europe,40,Yes
13770,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
12987,Married,Female,90000,0,Graduate Degree,Management,No,0,0-1 Miles,Pacific,37,Yes
16098,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
12995,Married,Male,80000,5,Graduate Degree,Management,Yes,2,0-1 Miles,Pacific,36,Yes
16011,Married,Female,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,66,Yes
12719,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,31,No
12720,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,32,No
14991,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes
22432,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes
12722,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,No
12723,Married,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,No
26011,Single,Female,80000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,47,Yes
12726,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,No
25995,Married,Male,40000,2,High School,Skilled Manual,Yes,2,0-1 Miles,North America,45,Yes
29153,Single,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,46,No
12733,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No
29230,Single,Female,80000,3,Partial College,Professional,No,2,0-1 Miles,North America,43,No
16937,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Yes
12743,Married,Male,40000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,33,No
12744,Single,Female,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,No
12746,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
12751,Single,Female,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,35,No
12752,Single,Male,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,35,No
27762,Married,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Yes
17891,Married,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Yes
21150,Single,Female,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
15676,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
12776,Married,Male,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,51,No
14279,Married,Female,130000,1,Graduate Degree,Management,Yes,2,0-1 Miles,Pacific,48,Yes
15028,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Yes
27789,Married,Male,20000,3,High School,Manual,Yes,1,0-1 Miles,Europe,43,Yes
17795,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Yes
12791,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,48,No
12792,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,48,No
28202,Single,Female,80000,4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
12795,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,47,No
12796,Married,Male,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
25969,Married,Male,60000,2,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Yes
12800,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,No
26306,Single,Male,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,37,Yes
12803,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,No
20847,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
27810,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
20159,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,Yes
12810,Married,Male,30000,0,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,80,No
12811,Single,Male,20000,1,Partial College,Manual,No,1,0-1 Miles,Europe,39,No
15662,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
12814,Single,Female,30000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,39,No
17860,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes
17013,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes
12821,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No
12822,Married,Female,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,39,No
20623,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Pacific,34,Yes
12823,Married,Female,10000,0,High School,Manual,No,2,0-1 Miles,Europe,78,No
13109,Married,Female,60000,0,Bachelors,Professional,Yes,1,0-1 Miles,Pacific,44,Yes
12828,Single,Female,10000,2,Partial High School,Manual,Yes,1,0-1 Miles,Europe,42,No
18566,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes
12831,Single,Female,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,No
12832,Single,Male,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,No
12835,Single,Male,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No
12836,Single,Male,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No
12838,Married,Male,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,No
12842,Single,Male,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,41,No
12844,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
12845,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,40,No
16566,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
12847,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No
12848,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No
12851,Single,Female,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,No
22235,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,34,Yes
12862,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No
12864,Single,Female,30000,4,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No
26379,Single,Female,130000,4,Partial College,Professional,No,2,0-1 Miles,Europe,48,Yes
12872,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,31,No
23871,Single,Female,70000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
29342,Married,Female,30000,0,Partial College,Clerical,No,2,0-1 Miles,Pacific,66,Yes
14601,Married,Male,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
26390,Married,Male,150000,4,High School,Professional,Yes,3,0-1 Miles,Europe,51,Yes
28401,Single,Female,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,40,Yes
28838,Single,Female,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
14631,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes
16531,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,Yes
27551,Married,Male,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,Yes
12879,Married,Male,40000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
17885,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Yes
20826,Single,Female,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,45,Yes
16148,Married,Female,80000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,48,Yes
12890,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
12891,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
19169,Single,Female,60000,2,Graduate Degree,Professional,No,0,0-1 Miles,North America,43,Yes
12894,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,34,No
12895,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
12896,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
12897,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
25661,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Yes
12905,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,No
12907,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,34,No
12910,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No
12919,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,No
12920,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,39,No
12928,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,No
12937,Single,Female,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,41,No
12938,Single,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,41,No
12951,Single,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,No
12952,Single,Female,60000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,No
12954,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,44,No
12957,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,44,No
12962,Married,Female,70000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
12964,Married,Male,70000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
12968,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
12969,Married,Male,40000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,46,No
12971,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,46,No
12972,Single,Female,70000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,No
12978,Married,Female,20000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,77,No
13002,Married,Male,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No
13003,Married,Female,80000,5,Graduate Degree,Management,Yes,2,0-1 Miles,Pacific,39,No
13004,Married,Male,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No
13008,Married,Male,60000,3,Bachelors,Professional,Yes,1,0-1 Miles,Pacific,41,No
13013,Married,Male,60000,4,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,No
13014,Married,Male,100000,0,Bachelors,Management,Yes,2,0-1 Miles,North America,38,No
13092,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,No
13099,Married,Male,70000,2,Partial College,Professional,No,0,0-1 Miles,North America,49,No
13116,Single,Male,110000,0,Graduate Degree,Management,No,2,0-1 Miles,Pacific,40,No
13120,Married,Male,80000,5,Bachelors,Professional,Yes,4,0-1 Miles,Pacific,41,No
13141,Married,Male,40000,0,Bachelors,Management,Yes,1,0-1 Miles,Pacific,53,No
13144,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,30,No
13146,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,30,No
13147,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,26,No
13155,Married,Male,60000,0,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,67,No
13158,Married,Female,40000,0,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,No
13175,Married,Male,90000,4,Bachelors,Management,Yes,1,0-1 Miles,North America,38,No
13199,Single,Male,130000,3,Bachelors,Management,No,4,0-1 Miles,North America,63,No
13262,Married,Male,150000,3,High School,Professional,Yes,4,0-1 Miles,Europe,49,No
13266,Married,Male,70000,0,Partial College,Professional,No,2,0-1 Miles,North America,50,No
13275,Married,Male,100000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No
13276,Married,Female,100000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No
13285,Married,Female,80000,3,Partial College,Professional,Yes,2,0-1 Miles,North America,43,No
13327,Married,Female,170000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,68,No
13331,Married,Female,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,66,No
13412,Married,Male,130000,4,Partial College,Professional,Yes,3,0-1 Miles,Europe,51,No
13430,Married,Male,150000,0,Bachelors,Management,Yes,4,0-1 Miles,North America,42,No
13448,Married,Female,130000,2,Bachelors,Management,Yes,4,0-1 Miles,North America,44,No
13485,Married,Male,130000,3,Graduate Degree,Management,Yes,3,0-1 Miles,North America,69,No
13486,Single,Female,130000,3,Bachelors,Management,No,4,0-1 Miles,North America,69,No
13493,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,42,No
13494,Single,Male,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
13495,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
13496,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
13497,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
13498,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
13499,Single,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
13500,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
13501,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
13502,Single,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
13503,Married,Male,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No
13505,Married,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,50,No
13506,Single,Male,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,No
13508,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,69,No
13509,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,69,No
13516,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No
13522,Single,Male,10000,0,High School,Manual,Yes,2,0-1 Miles,Pacific,28,No
13523,Single,Female,10000,0,High School,Manual,Yes,2,0-1 Miles,Pacific,30,No
13530,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,63,No
13531,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
13532,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
13533,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
13534,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
